number_wins,number_losses,number_pushes,number_blackjack,house_advantage_%,end_tokens,max_tokens,min_tokens,average_tokens,total_profit,total_bets,average_return_per_hand,end_tokens_without_card_counting,min_tokens_without_card_counting
468,486,77,36,1.744186046511628,13725.0,15225.0,7900.0,11507.04941860465,3725.0,143800.0,0.02590403337969402,10000.0,8300.0
458,470,94,42,1.1730205278592376,24225.0,24775.0,9300.0,17358.55327468231,14225.0,145350.0,0.0978672170622635,10900.0,9600.0
442,504,82,31,6.025267249757046,5275.0,12450.0,3275.0,7740.257531584062,-4725.0,148450.0,-0.031828898619063656,5350.0,4000.0
456,468,92,40,1.1799410029498525,17825.0,18525.0,9850.0,15269.444444444445,7825.0,154550.0,0.050630863798123586,10800.0,8800.0
480,450,103,28,-2.9013539651837523,16775.0,17025.0,6375.0,11458.389748549323,6775.0,147500.0,0.045932203389830506,14400.0,7500.0
457,477,93,42,1.9455252918287937,8375.0,11375.0,7350.0,9371.01167315175,-1625.0,158950.0,-0.010223340673167663,10100.0,8750.0
449,490,89,37,3.9844509232264333,10525.0,13175.0,6000.0,10381.851311953353,525.0,146300.0,0.0035885167464114833,7750.0,6850.0
448,496,85,40,4.660194174757281,8825.0,14225.0,7025.0,11215.922330097088,-1175.0,145650.0,-0.00806728458633711,7200.0,6900.0
448,485,90,36,3.61328125,8350.0,12300.0,5600.0,9321.97265625,-1650.0,152700.0,-0.010805500982318271,8100.0,6700.0
453,477,89,28,2.3529411764705883,13025.0,13225.0,6525.0,9366.617647058823,3025.0,143650.0,0.02105812739296902,9000.0,6600.0
424,516,85,31,8.966861598440545,2775.0,10675.0,1525.0,6974.731968810916,-7225.0,156950.0,-0.04603376871615164,2350.0,1650.0
454,476,102,30,2.1297192642787994,9325.0,15800.0,9025.0,12557.647628267183,-675.0,165150.0,-0.004087193460490463,9300.0,8250.0
481,457,90,35,-2.3323615160349855,14225.0,15375.0,7875.0,11167.735665694849,4225.0,146150.0,0.028908655490933972,14150.0,7750.0
266,345,56,23,11.826347305389222,0.0,10300,0.0,6411.489520958084,-10000.0,94175.0,-0.10618529333687285,3250.0,3250.0
470,462,95,37,-0.7782101167315175,11800.0,13800.0,5375.0,8989.640077821012,1800.0,156250.0,0.01152,12650.0,7800.0
474,464,88,50,-0.9737098344693282,14550.0,16450.0,8700.0,11988.558909444986,4550.0,140900.0,0.032292405961674944,13500.0,9600
468,477,80,21,0.8771929824561403,13650.0,15150.0,7250.0,11736.25730994152,3650.0,146600.0,0.024897680763983628,10150.0,8200.0
445,484,97,33,3.79746835443038,5625.0,12300.0,4425.0,7991.01752677702,-4375.0,145700.0,-0.03002745367192862,7750.0,6800.0
439,488,96,32,4.78515625,1850.0,10500,1350.0,4939.208984375,-8150.0,137150.0,-0.05942398833394094,6700.0,5350.0
444,486,97,37,4.085603112840467,7075.0,10350.0,3750.0,7093.385214007782,-2925.0,159650.0,-0.018321327904791733,7650.0,7450.0
457,483,90,41,2.521823472356935,7925.0,13375.0,7625.0,9859.869059165858,-2075.0,155400.0,-0.013352638352638353,9450.0,8250.0
450,467,101,40,1.6683022571148183,14175.0,16225.0,6775.0,11060.942100098135,4175.0,168650.0,0.024755410613697005,10300.0,8000.0
471,479,75,41,0.7797270955165692,15850.0,17700.0,9100.0,13720.346003898636,5850.0,141650.0,0.04129897635015884,11250.0,9400.0
459,481,94,34,2.1256038647342996,8175.0,13275.0,5525.0,9043.212560386473,-1825.0,173950.0,-0.010491520551882724,9500.0,7300.0
466,467,94,36,0.09727626459143969,17825.0,19475.0,7950.0,14705.617704280156,7825.0,161900.0,0.04833230389129092,11700.0,8500.0
441,492,88,32,4.990215264187866,12300.0,13200.0,3575.0,8506.873776908024,2300.0,160900.0,0.014294592914853946,6500.0,5300.0
476,477,74,43,0.09727626459143969,18525.0,20050.0,7775.0,14230.009727626459,8525.0,155400.0,0.054858429858429855,12050.0,8550.0
441,510,73,36,6.731707317073171,6475.0,10500,4775.0,7848.341463414634,-3525.0,139700.0,-0.025232641374373657,4900.0,4200.0
298,347,62,25,6.9209039548022595,0.0,11250.0,0.0,7323.622881355932,-10000.0,100825.0,-0.09918175055789735,6350.0,6350.0
446,500,87,38,5.222437137330754,11550.0,14350.0,5200.0,10039.55512572534,1550.0,144650.0,0.010715520221223643,6500.0,5750.0
456,486,91,40,2.9013539651837523,9100.0,10650.0,5250.0,7854.883945841392,-900.0,142700.0,-0.006306937631394534,9000.0,6750.0
443,494,88,37,4.970760233918129,9275.0,11425.0,5225.0,7962.646198830409,-725.0,142550.0,-0.005085934759733427,6750.0,5000.0
457,469,89,34,1.1811023622047243,7300.0,11700.0,4550.0,7797.145669291339,-2700.0,142250.0,-0.01898066783831283,10500.0,8600.0
449,477,92,29,2.747791952894995,16175.0,18575.0,9600,14381.99214916585,6175.0,168900.0,0.03656009473060983,8650.0,7050.0
457,473,97,37,1.556420233463035,9350.0,12050.0,5350.0,8619.795719844358,-650.0,130700.0,-0.004973221117061974,10250.0,7900.0
451,470,95,36,1.8682399213372665,11375.0,15475.0,7900.0,12648.15634218289,1375.0,155800.0,0.008825417201540436,9900.0,8750.0
442,492,90,30,4.878048780487805,8350.0,12850.0,6950.0,9712.243902439024,-1650.0,140200.0,-0.011768901569186876,6500.0,6350.0
447,477,97,36,2.935420743639922,10550.0,11850.0,3325.0,7915.826810176125,550.0,147850.0,0.0037199864727764627,8800.0,7500.0
450,463,114,37,1.264591439688716,14750.0,17700.0,7850.0,12411.089494163423,4750.0,156350.0,0.030380556443875918,10550.0,9350.0
468,478,82,31,0.9718172983479106,9725.0,14675.0,7125.0,10500.315840621963,-275.0,146350.0,-0.0018790570550051248,10550.0,7150.0
450,480,87,29,2.9469548133595285,17450.0,18350.0,7500.0,11705.255402750492,7450.0,163050.0,0.04569150567310641,8450.0,5100.0
455,487,84,37,3.11587147030185,18550.0,19700.0,9700,13641.43135345667,8550.0,170500.0,0.050146627565982406,8650.0,7850.0
455,484,83,40,2.834799608993157,13300.0,16025.0,9700,13284.09090909091,3300.0,142450.0,0.023166023166023165,9100.0,8750.0
481,457,84,36,-2.346041055718475,20550.0,20600.0,9300.0,15518.71945259042,10550.0,146050.0,0.07223553577541937,14200.0,9450.0
456,479,91,32,2.239532619279455,8700.0,11350.0,5775.0,8946.080817916261,-1300.0,138600.0,-0.00937950937950938,9300.0,6800.0
265,299,53,25,5.501618122977346,0.0,11500.0,0.0,7015.614886731391,-10000.0,100675.0,-0.09932952570151478,7850.0,7850.0
283,349,70,16,9.388335704125177,0.0,11000,0.0,5564.402560455192,-10000.0,95525.0,-0.10468463752944256,4200.0,4100.0
476,470,79,40,-0.5847953216374269,10675.0,14250.0,7800.0,10742.275828460039,675.0,146600.0,0.004604365620736698,12600.0,10000
451,490,93,31,3.768115942028986,11125.0,13425.0,8700.0,11135.652173913044,1125.0,166100.0,0.006773028296207104,7650.0,7400.0
453,488,81,34,3.4213098729227758,9325.0,12575.0,5575.0,9306.720430107527,-675.0,159800.0,-0.004224030037546934,8200.0,6400.0
446,466,107,35,1.9607843137254901,14850.0,15900.0,7850.0,11182.475490196079,4850.0,153850.0,0.031524211894702635,9750.0,8150.0
446,495,79,34,4.799216454456415,7100.0,10000,4300.0,7382.125367286973,-2900.0,140400.0,-0.020655270655270654,6800.0,6400.0
467,466,96,23,-0.0970873786407767,13050.0,13600.0,6150.0,9026.456310679612,3050.0,160750.0,0.018973561430793158,11250.0,8000.0
462,470,95,34,0.7782101167315175,16150.0,16550.0,7500.0,12350.486381322957,6150.0,152150.0,0.04042063752875452,10900.0,7550.0
435,498,81,37,6.206896551724138,8950.0,14200.0,5050.0,10063.71921182266,-1050.0,164550.0,-0.006381039197812215,5550.0,4900.0
441,485,102,31,4.275996112730807,6675.0,11825.0,5125.0,8789.504373177842,-3325.0,148100.0,-0.022451046590141795,7150.0,7150.0
462,468,86,40,0.5899705014749262,13300.0,16500.0,8450.0,13070.009832841692,3300.0,124250.0,0.026559356136820925,11400.0,8900.0
460,465,96,38,0.4892367906066536,13250.0,15425.0,6000.0,11002.079256360079,3250.0,164750.0,0.019726858877086494,11400.0,9000.0
462,471,94,30,0.8754863813229572,11600.0,14600.0,9100.0,11861.527237354085,1600.0,150900.0,0.010603048376408217,10600.0,9600
439,509,69,37,6.8762278978389,5775.0,11050.0,2125.0,6172.912573673871,-4225.0,140250.0,-0.030124777183600713,4850.0,3350.0
456,488,82,28,3.11587147030185,11700.0,13600.0,7125.0,10295.277507302824,1700.0,141900.0,0.011980267794221282,8200.0,7550.0
454,477,95,31,2.239532619279455,8450.0,18400.0,6325.0,12431.888997078871,-1550.0,159700.0,-0.009705698184095179,9250.0,8800.0
451,494,81,29,4.186952288218111,8725.0,12375.0,5825.0,9026.606621226874,-1275.0,153650.0,-0.008298080052066385,7150.0,6650.0
460,489,76,34,2.8265107212475633,12750.0,12750.0,4925.0,8967.495126705653,2750.0,185150.0,0.014852822036186876,8800.0,6550.0
444,486,99,38,4.077669902912621,9600.0,17175.0,6300.0,12208.252427184467,-400.0,142450.0,-0.002808002808002808,7700.0,5900.0
441,478,103,25,3.6168132942326494,7375.0,12175.0,6125.0,9102.932551319647,-2625.0,163600.0,-0.016045232273838632,7550.0,7250.0
445,493,87,26,4.678362573099415,5475.0,10000,3600.0,5955.165692007798,-4525.0,147500.0,-0.030677966101694914,6500.0,5600.0
444,486,96,30,4.089581304771178,11675.0,13525.0,3750.0,9392.429406037001,1675.0,174200.0,0.009615384615384616,7300.0,5500.0
462,484,73,39,2.156862745098039,6300.0,14050.0,2450.0,8726.176470588236,-3700.0,168550.0,-0.021951943043607237,9750.0,9450.0
454,485,85,34,3.024390243902439,11475.0,15250.0,9400,12536.170731707318,1475.0,140950.0,0.010464703795672225,8600.0,7800.0
487,450,94,32,-3.5852713178294575,26075.0,26075.0,8550.0,15149.563953488372,16075.0,148550.0,0.10821272298889263,15300.0,7550.0
465,463,96,34,-0.1951219512195122,13100.0,15075.0,8400.0,11328.0,3100.0,147850.0,0.02096719648292188,11900.0,8450.0
461,471,94,39,0.9737098344693282,20475.0,22625.0,9100.0,18142.502434274586,10475.0,158900.0,0.065921963499056,10950.0,9600
431,509,85,34,7.602339181286549,8950.0,15725.0,6100.0,11115.253411306043,-1050.0,152050.0,-0.006905623150279513,3900.0,3800.0
207,256,43,12,9.664694280078894,0.0,11700.0,0.0,5851.824457593689,-10000.0,79325.0,-0.12606366214938544,5700.0,5700.0
429,511,84,33,8.0,10975.0,17075.0,7250.0,11245.365853658537,975.0,162250.0,0.00600924499229584,3450.0,3450.0
486,465,73,40,-2.048780487804878,22325.0,23575.0,9850.0,17004.70731707317,12325.0,147900.0,0.08333333333333333,14100.0,8500.0
501,437,92,37,-6.207565470417071,21800.0,22600.0,5575.0,13661.178467507274,11800.0,158150.0,0.0746127094530509,18250.0,9000
472,466,83,35,-0.5870841487279843,15575.0,16225.0,8500.0,13010.176125244618,5575.0,130850.0,0.04260603744745892,12350.0,8550.0
451,478,101,44,2.6188166828322017,9800.0,10250.0,4050.0,7077.352085354025,-200.0,144250.0,-0.0013864818024263432,9500.0,4850.0
376,464,85,36,9.503239740820735,0.0,12100.0,0.0,6557.667386609071,-10000.0,134550.0,-0.07432181345224824,3000.0,3000.0
449,480,94,28,3.02734375,8675.0,14300.0,7475.0,11255.859375,-1325.0,170300.0,-0.007780387551379918,8300.0,7250.0
472,476,84,38,0.3872216844143272,16250.0,17550.0,8750.0,13885.38238141336,6250.0,131000.0,0.04770992366412214,11500.0,7800.0
436,507,80,32,6.93359375,5525.0,10650.0,2225.0,5975.0244140625,-4475.0,144250.0,-0.03102253032928943,4500.0,3500.0
480,445,97,35,-3.4213098729227758,21050.0,22600.0,9025.0,16056.54936461388,11050.0,160900.0,0.06867619639527657,15250.0,9900
437,502,85,27,6.341463414634147,5525.0,11575.0,3575.0,7815.731707317073,-4475.0,197200.0,-0.022692697768762676,4850.0,4400.0
467,476,88,36,0.872093023255814,17775.0,18325.0,6500.0,13449.612403100775,7775.0,147700.0,0.0526404874746107,10900.0,7100.0
457,476,98,34,1.8410852713178296,10300.0,10900.0,5450.0,8815.334302325582,300.0,145800.0,0.00205761316872428,9800.0,7450.0
449,489,87,35,3.898635477582846,11750.0,13300.0,8600.0,10573.538011695906,1750.0,144550.0,0.012106537530266344,7750.0,6900.0
459,489,86,33,2.898550724637681,13025.0,13225.0,7400.0,9819.734299516907,3025.0,161350.0,0.018748063216609854,8650.0,7100.0
474,483,62,39,0.8823529411764706,10625.0,13225.0,7550.0,10692.671568627451,625.0,138400.0,0.004515895953757226,11050.0,9100
472,460,94,35,-1.1684518013631937,14600.0,15200.0,7750.0,11150.316455696202,4600.0,184400.0,0.024945770065075923,12950.0,9700.0
473,481,73,42,0.7782101167315175,16800.0,17300.0,7300.0,10888.959143968872,6800.0,139800.0,0.04864091559370529,11300.0,7150.0
457,469,93,34,1.1764705882352942,13125.0,15425.0,8200.0,12452.20588235294,3125.0,142750.0,0.021891418563922942,10500.0,9250.0
461,470,95,39,0.8763388510223954,11825.0,14450.0,9900,12492.624148003895,1825.0,141500.0,0.012897526501766784,11050.0,9900
423,504,96,27,7.91015625,1550.0,10850.0,400.0,4135.83984375,-8450.0,162250.0,-0.052080123266563944,3250.0,2350.0
458,465,103,33,0.6815968841285297,14100.0,14200.0,5100.0,8630.428432327166,4100.0,145300.0,0.028217481073640742,10950.0,7600.0
445,482,97,25,3.6097560975609753,11475.0,11875.0,7500.0,10047.09756097561,1475.0,140750.0,0.010479573712255772,7550.0,6150.0
474,460,89,40,-1.3671875,15225.0,17025.0,7900.0,10994.8486328125,5225.0,143950.0,0.03629732546022925,13400.0,7950.0
468,471,89,40,0.2915451895043732,11525.0,14775.0,8525.0,11539.33430515063,1525.0,143350.0,0.010638297872340425,11700.0,9750.0
449,483,88,35,3.330068560235064,9250.0,14800.0,8850.0,12076.934378060725,-750.0,130950.0,-0.0057273768613974796,8350.0,7950.0
486,464,77,36,-2.140077821011673,28125.0,28125.0,9500,19103.039883268484,18125.0,160000.0,0.11328125,14000.0,9400.0
173,243,29,9,15.695067264573993,0.0,11150.0,0.0,6849.719730941704,-10000.0,69225.0,-0.1444564824846515,3450.0,3450.0
469,489,73,30,1.937984496124031,16400.0,18075.0,8400.0,12472.456395348838,6400.0,173900.0,0.03680276020701553,9500.0,8000.0
471,479,74,40,0.7804878048780488,18750.0,18750.0,9050.0,13091.121951219513,8750.0,153900.0,0.056855100714749834,11200.0,8550.0
461,479,96,48,1.7357762777242043,21800.0,23900.0,9600.0,16712.777242044358,11800.0,159650.0,0.07391168180394614,10600.0,9050.0
458,480,85,26,2.1484375,16625.0,16625.0,7575.0,11355.37109375,6625.0,143400.0,0.046199442119944215,9100.0,6850.0
456,475,92,31,1.85546875,15000.0,17100.0,8800.0,10871.923828125,5000.0,146250.0,0.03418803418803419,9650.0,7750.0
457,490,86,35,3.1914893617021276,10950.0,15750.0,7800.0,11326.499032882011,950.0,190100.0,0.004997369805365597,8450.0,8050.0
451,476,99,35,2.4342745861733204,15400.0,16100.0,8450.0,11248.125608568647,5400.0,149650.0,0.03608419645840294,9250.0,5850.0
471,453,99,30,-1.7578125,21425.0,21475.0,8100.0,12338.9892578125,11425.0,158800.0,0.07194584382871537,13300.0,8300.0
486,468,70,35,-1.75609756097561,17850.0,18350.0,7350.0,11950.80487804878,7850.0,162050.0,0.0484418389385992,13550.0,8300.0
456,476,94,36,1.9474196689386565,8275.0,12500.0,3925.0,8803.773125608568,-1725.0,146850.0,-0.01174668028600613,9800.0,8800.0
452,484,90,33,3.11587147030185,13450.0,14150.0,6550.0,10176.022395326192,3450.0,154450.0,0.02233732599546779,8450.0,6400.0
459,466,90,32,0.6889763779527559,14750.0,16000.0,7500.0,11822.63779527559,4750.0,173800.0,0.027330264672036825,10900.0,9800.0
457,459,105,28,0.19569471624266144,16350.0,16900.0,2900.0,9738.698630136987,6350.0,156600.0,0.040549169859514685,11200.0,5750.0
466,474,89,46,0.7766990291262136,15000.0,17100.0,7700.0,10698.68932038835,5000.0,151000.0,0.033112582781456956,11500.0,9350.0
451,482,95,32,3.012633624878523,8725.0,12325.0,4675.0,8478.644314868805,-1275.0,146100.0,-0.008726899383983572,8500.0,7600.0
443,479,105,42,3.501945525291829,7375.0,12275.0,6875.0,9225.68093385214,-2625.0,153750.0,-0.01707317073170732,8500.0,8050.0
422,501,102,34,7.69980506822612,7875.0,10250.0,1025.0,5697.368421052632,-2125.0,164200.0,-0.012941534713763702,3800.0,1700.0
436,509,81,30,7.108081791626096,8250.0,11150.0,6350.0,8821.421616358326,-1750.0,129050.0,-0.013560635412630763,4200.0,4100.0
450,489,85,28,3.8048780487804876,9625.0,10300,5750.0,8228.975609756097,-375.0,145450.0,-0.002578205568924029,7500.0,6400.0
488,458,76,38,-2.932551319648094,20350.0,21350.0,9300,16427.93255131965,10350.0,158700.0,0.06521739130434782,14900.0,9500
497,452,78,30,-4.3774319066147855,18800.0,19000.0,8500.0,12041.536964980545,8800.0,145400.0,0.06052269601100413,16000.0,8850.0
441,502,81,41,5.951219512195122,5050.0,11650.0,4800.0,8821.09756097561,-4950.0,156600.0,-0.031609195402298854,5950.0,5700.0
445,502,80,34,5.544747081712062,6350.0,11575.0,5400.0,9079.08560311284,-3650.0,141850.0,-0.025731406415227354,6000.0,5450.0
463,464,98,32,0.09746588693957114,21175.0,21825.0,9600,17207.748538011696,11175.0,167750.0,0.06661698956780925,11500.0,8800.0
459,479,93,37,1.937984496124031,7025.0,13300.0,6475.0,10379.166666666666,-2975.0,136850.0,-0.021739130434782608,9850.0,9050.0
445,487,90,47,4.105571847507331,14975.0,16075.0,8250.0,11764.565004887585,4975.0,164350.0,0.030270763614237906,8150.0,7050.0
437,499,98,37,5.990338164251208,7425.0,12250.0,5300.0,8210.36231884058,-2575.0,135350.0,-0.01902475064647211,5650.0,4550.0
336,401,82,31,7.926829268292683,0.0,11100.0,0.0,6653.75,-10000.0,129975.0,-0.07693787266782073,5050.0,5050.0
223,263,50,22,7.4487895716946,0.0,10300,0.0,5026.024208566108,-10000.0,87900.0,-0.11376564277588168,7100.0,7100.0
363,399,67,25,4.337349397590361,0.0,10450.0,0.0,6421.234939759036,-10000.0,133275.0,-0.07503282686175201,7650.0,7650.0
459,478,84,23,1.8590998043052838,13125.0,14975.0,9500.0,12902.152641878669,3125.0,151900.0,0.02057274522712311,9250.0,8350.0
447,464,111,37,1.6617790811339197,12550.0,14950.0,7725.0,11851.56402737048,2550.0,157900.0,0.016149461684610514,10150.0,8600.0
461,469,98,32,0.7774538386783284,10700.0,13250.0,7800.0,10122.40038872692,700.0,141650.0,0.004941757853865161,10800.0,9150.0
456,490,77,36,3.3203125,8725.0,12325.0,6075.0,9085.7421875,-1275.0,148600.0,-0.008580080753701211,8400.0,7550.0
476,456,94,31,-1.9474196689386565,15975.0,17250.0,10000,13836.222005842259,5975.0,133500.0,0.04475655430711611,13550.0,9950.0
472,468,83,30,-0.390625,11575.0,13500.0,9475.0,11279.58984375,1575.0,139600.0,0.011282234957020057,11900.0,9000.0
425,504,88,27,7.760314341846758,3225.0,14200.0,2700.0,8399.410609037328,-6775.0,171100.0,-0.03959672706019871,3450.0,2900.0
446,478,100,39,3.1219512195121952,11000.0,11550.0,7450.0,9734.536585365853,1000.0,130900.0,0.007639419404125287,8750.0,7300.0
454,474,98,32,1.9474196689386565,20375.0,23025.0,9000.0,17462.244401168453,10375.0,141750.0,0.07319223985890652,9600.0,8400.0
430,496,107,36,6.382978723404255,7325.0,10925.0,4775.0,8276.66827852998,-2675.0,155350.0,-0.017219182491149017,5200.0,4100.0
461,476,90,33,1.4591439688715953,18425.0,21325.0,9600,15765.953307392996,8425.0,142600.0,0.059081346423562414,10150.0,9200.0
468,488,71,41,1.9455252918287937,8200.0,16200.0,6600.0,11366.926070038911,-1800.0,161150.0,-0.011169717654359293,10050.0,9750.0
458,486,83,35,2.7237354085603114,10675.0,12525.0,8150.0,10435.23832684825,675.0,147650.0,0.004571622079241449,8950.0,8400.0
472,459,94,38,-1.267056530214425,10600.0,12900.0,7350.0,9566.008771929824,600.0,154300.0,0.0038885288399222295,13200.0,9500
450,474,92,34,2.359882005899705,14925.0,17925.0,9900,14488.446411012783,4925.0,142350.0,0.034597822269055147,9300.0,9050.0
508,455,64,41,-5.155642023346303,21050.0,22450.0,7850.0,14169.357976653697,11050.0,139350.0,0.0792967348403301,17350.0,9450.0
459,475,91,36,1.5594541910331383,14550.0,14750.0,6900.0,10322.807017543859,4550.0,151650.0,0.030003297065611605,10200.0,6050.0
478,472,71,39,-0.5870841487279843,19050.0,20775.0,8100.0,14461.276908023483,9050.0,152800.0,0.05922774869109947,12550.0,8500.0
448,491,87,28,4.186952288218111,11425.0,13675.0,5450.0,9006.937682570593,1425.0,171200.0,0.00832359813084112,7100.0,6550.0
467,477,77,29,0.9784735812133072,13200.0,14550.0,7825.0,10555.014677103718,3200.0,165050.0,0.01938806422296274,10450.0,6400.0
489,456,89,35,-3.1884057971014492,14950.0,17875.0,9400,13531.811594202898,4950.0,158000.0,0.03132911392405063,15050.0,9500
478,462,84,35,-1.5609756097560976,15975.0,18125.0,7325.0,12163.80487804878,5975.0,140400.0,0.042556980056980054,13350.0,8250.0
471,463,97,35,-0.7751937984496124,22400.0,22650.0,7050.0,16548.90988372093,12400.0,146650.0,0.08455506307534948,12550.0,7600.0
458,487,83,40,2.818270165208941,15475.0,19400.0,9400,15166.763848396502,5475.0,170900.0,0.03203627852545348,9100.0,8600.0
463,466,102,35,0.29069767441860467,15600.0,18800.0,9050.0,13679.84496124031,5600.0,151650.0,0.036927134849983514,11450.0,8900.0
490,462,71,28,-2.734375,25525.0,28175.0,8550.0,17483.349609375,15525.0,149100.0,0.10412474849094568,14200.0,9200
446,492,99,28,4.431599229287091,11175.0,13375.0,5875.0,8976.974951830443,1175.0,152100.0,0.007725180802103879,6800.0,5500.0
456,486,86,31,2.9154518950437316,11525.0,17875.0,9300,14784.13508260447,1525.0,148000.0,0.010304054054054055,8550.0,7650.0
473,461,89,47,-1.171875,19125.0,19825.0,5250.0,10933.349609375,9125.0,144000.0,0.06336805555555555,13550.0,7400.0
448,490,85,39,4.1015625,6475.0,15425.0,6175.0,10955.078125,-3525.0,163400.0,-0.02157282741738066,7750.0,7550.0
466,472,88,43,0.5842259006815969,13450.0,14800.0,9150.0,12210.905550146057,3450.0,137000.0,0.025182481751824817,11550.0,9350.0
467,469,85,33,0.19569471624266144,11825.0,11825.0,3500.0,7153.816046966732,1825.0,138250.0,0.013200723327305606,11450.0,6450.0
477,458,87,36,-1.857282502443793,17150.0,17150.0,9050.0,12864.345063538613,7150.0,157400.0,0.04542566709021601,13700.0,9150.0
485,442,104,40,-4.166666666666666,29550.0,31000.0,9900,23089.316860465115,19550.0,150150.0,0.1302031302031302,16300.0,9900
467,478,86,35,1.065891472868217,9450.0,13900.0,7050.0,10421.342054263567,-550.0,167300.0,-0.00328750747160789,10650.0,8400.0
443,494,88,44,4.970760233918129,8950.0,13550.0,4750.0,9253.362573099415,-1050.0,135950.0,-0.007723427730783376,7100.0,5850.0
425,512,84,36,8.512720156555773,3975.0,11400.0,1975.0,6370.743639921722,-6025.0,134650.0,-0.04474563683624211,3100.0,1650.0
449,481,94,33,3.1219512195121952,14125.0,17200.0,7900.0,12666.268292682927,4125.0,159200.0,0.025910804020100504,8450.0,8150.0
482,464,89,31,-1.7374517374517375,13550.0,13950.0,8450.0,10986.17277992278,3550.0,158800.0,0.022355163727959697,13350.0,9450.0
448,478,93,37,2.941176470588235,11025.0,14225.0,7575.0,10825.833333333334,1025.0,143400.0,0.007147838214783821,8850.0,7900.0
455,476,96,24,2.0428015564202333,6175.0,12000.0,5025.0,8585.870622568093,-3825.0,143850.0,-0.026590198123044837,9100.0,6850.0
458,490,80,32,3.1098153547133136,8250.0,11350.0,5550.0,8661.297376093295,-1750.0,146900.0,-0.011912865895166781,8400.0,7100.0
448,475,101,39,2.6341463414634148,14650.0,18400.0,9900,14255.219512195123,4650.0,180450.0,0.025768911055694097,9250.0,8500.0
375,439,65,39,7.2727272727272725,0.0,10550.0,0.0,5663.522727272727,-10000.0,119800.0,-0.08347245409015025,5550.0,5100.0
462,485,86,32,2.2243713733075436,11625.0,12275.0,5925.0,9518.06092843327,1625.0,137500.0,0.011818181818181818,9300.0,7300.0
482,480,62,35,-0.1951219512195122,17250.0,17800.0,9500.0,12887.926829268292,7250.0,147850.0,0.049036185322962465,11950.0,9050.0
463,472,88,33,0.87890625,12200.0,13500.0,9550.0,11703.90625,2200.0,137250.0,0.016029143897996357,10750.0,9350.0
442,494,84,38,5.093046033300686,7475.0,11850.0,5900.0,9422.28207639569,-2525.0,139100.0,-0.018152408339324227,6700.0,6350.0
452,489,85,33,3.6027263875365136,4700.0,14925.0,2300.0,7991.845180136319,-5300.0,164500.0,-0.03221884498480243,7950.0,7250.0
466,492,70,38,2.5267249757045676,18400.0,20500.0,10000,16045.432458697765,8400.0,152650.0,0.055027841467409105,9300.0,8100.0
459,477,88,43,1.75609756097561,12050.0,13725.0,7475.0,10364.073170731708,2050.0,132000.0,0.01553030303030303,10350.0,9050.0
440,487,97,40,4.585365853658536,12175.0,15075.0,9100.0,12576.780487804877,2175.0,138150.0,0.015743756786102063,7300.0,7300.0
458,473,96,30,1.4591439688715953,12500.0,14250.0,4300.0,7499.027237354086,2500.0,139200.0,0.017959770114942528,10000.0,6300.0
463,466,100,37,0.2912621359223301,17325.0,17975.0,8800.0,12197.014563106795,7325.0,162450.0,0.045090797168359495,11550.0,8700.0
438,505,90,43,6.479690522243714,1675.0,10725.0,825.0,5267.045454545455,-8325.0,155500.0,-0.053536977491961416,5450.0,4450.0
450,495,82,40,4.3774319066147855,7925.0,16400.0,6675.0,12281.177042801557,-2075.0,163250.0,-0.012710566615620214,7500.0,7150.0
466,475,94,31,0.8687258687258688,10000.0,12425.0,6975.0,9424.493243243243,0.0,146600.0,0.0,10650.0,8400.0
457,484,93,34,2.608695652173913,10450.0,16400.0,8300.0,11508.985507246376,450.0,128750.0,0.003495145631067961,9000.0,7800.0
468,464,88,32,-0.3917727717923604,13950.0,16575.0,9400,12845.64152791381,3950.0,160600.0,0.02459526774595268,12000.0,9500
462,484,86,39,2.1297192642787994,8450.0,14450.0,2975.0,7438.746369796709,-1550.0,166050.0,-0.009334537789822343,9750.0,4900.0
436,482,109,33,4.474708171206226,5475.0,10200,5075.0,7737.816147859922,-4525.0,145650.0,-0.03106762787504291,7050.0,6950.0
469,484,77,41,1.454898157129001,16000.0,17450.0,10000,13507.492725509215,6000.0,163300.0,0.03674219228413962,10550.0,9250.0
476,467,86,35,-0.8737864077669903,12600.0,17950.0,7500.0,12403.932038834952,2600.0,169150.0,0.015370972509606859,12650.0,9200
455,482,88,41,2.631578947368421,10500.0,11250.0,4525.0,8138.547758284601,500.0,161450.0,0.003096934035305048,9350.0,6300.0
457,461,98,51,0.39331366764995085,15450.0,16400.0,8700.0,13317.01081612586,5450.0,131400.0,0.04147640791476408,12150.0,8850.0
451,488,87,35,3.6027263875365136,9725.0,16825.0,8725.0,12158.349561830575,-275.0,153150.0,-0.0017956252040483187,8050.0,7150.0
442,495,93,41,5.140640155189137,7125.0,11900.0,5250.0,8370.126091173617,-2875.0,157050.0,-0.018306271887933778,6750.0,5450.0
456,484,88,34,2.7210884353741496,11050.0,16200.0,7900.0,11139.164237123421,1050.0,162900.0,0.006445672191528545,8900.0,8100.0
443,489,90,40,4.496578690127078,12550.0,15500.0,8700.0,12436.999022482893,2550.0,142300.0,0.017919887561489812,7400.0,6800.0
456,471,93,41,1.4691478942213516,15150.0,17850.0,8750.0,14032.835455435847,5150.0,166600.0,0.03091236494597839,10550.0,9150.0
